parcel_id,brp_id,folder_name,glyphosate,discarded,discard_source_files
1,2020_725306,plot_1,0,FALSE,NA
2,2020_658020,plot_2,0,TRUE,parcel_metadata2020.csv; parcel_metadata2020Honza.csv
3,2020_235518,plot_3,0,TRUE,parcel_metadata2020.csv; parcel_metadata2020Honza.csv
4,2020_88672,plot_4,0,TRUE,parcel_metadata2020.csv; parcel_metadata2020Honza.csv
5,2020_41476,plot_5,0,TRUE,parcel_metadata2020.csv; parcel_metadata2020Honza.csv
6,2020_659454,plot_6,0,TRUE,parcel_metadata2020.csv; parcel_metadata2020Honza.csv
7,2020_217205,plot_7,0,FALSE,NA
8,2020_152329,plot_8,0,FALSE,NA
9,2020_768815,plot_9,0,TRUE,parcel_metadata2020.csv; parcel_metadata2020Honza.csv
10,2020_623865,plot_10,0,FALSE,NA
11,2020_533521,plot_11,0,FALSE,NA
12,2020_180163,plot_12,0,FALSE,NA
13,2020_185385,plot_13,0,TRUE,parcel_metadata2020.csv; parcel_metadata2020Honza.csv
14,2020_730930,plot_14,0,FALSE,NA
15,2020_197074,plot_15,0,TRUE,parcel_metadata2020.csv; parcel_metadata2020Honza.csv
16,2020_372266,plot_16,0,TRUE,parcel_metadata2020.csv; parcel_metadata2020Honza.csv
17,2020_637667,plot_17,0,FALSE,NA
18,2020_244943,plot_18,0,TRUE,parcel_metadata2020.csv; parcel_metadata2020Honza.csv
19,2020_74147,plot_19,0,TRUE,parcel_metadata2020.csv; parcel_metadata2020Honza.csv
20,2020_279813,plot_20,0,FALSE,NA
21,2020_492529,plot_21,0,TRUE,parcel_metadata2020.csv; parcel_metadata2020Honza.csv
22,2020_661768,plot_22,0,FALSE,NA
23,2020_148680,plot_23,0,FALSE,NA
24,2020_322399,plot_24,0,FALSE,NA
25,2020_224081,plot_25,0,FALSE,NA
26,2020_248026,plot_26,0,FALSE,NA
27,2020_759814,plot_27,0,FALSE,NA
28,2020_269559,plot_28,0,FALSE,NA
29,2020_459710,plot_29,0,FALSE,NA
30,2020_492501,plot_30,0,FALSE,NA
31,2020_46361,plot_31,0,TRUE,parcel_metadata2020.csv; parcel_metadata2020Honza.csv
32,2020_378553,plot_32,0,FALSE,NA
33,2020_80612,plot_33,0,FALSE,NA
34,2020_729467,plot_34,0,FALSE,NA
35,2020_605479,plot_35,0,FALSE,NA
36,2020_659328,plot_36,0,FALSE,NA
37,2020_600447,plot_37,0,FALSE,NA
38,2020_186575,plot_38,0,FALSE,NA
